,Temperature_C,Precipitation_mm,Humidity_percent,Solar_Irradiance_W_m2,Hectares_Simulated,Yield_kg_ha,Grape_Sugar_Level,Production_Cost_EUR_ha,Selling_Price_EUR_kg,Revenue_EUR_ha
2015-08-22,22.74569383313391,0.0,47.37840678830626,271.527232317337,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-23,23.407952241888644,0.0,65.73053634147873,244.35680593399903,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-24,24.34488869513615,0.0,58.072694103253866,265.17062465598224,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-25,24.126987749906334,0.0,49.49894635177178,261.2358684116956,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-26,22.73031767934308,0.0,52.69431725828494,156.8601598211887,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-27,23.358381640802552,0.0,55.157000001304084,204.41366303199584,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-28,23.67712272124525,0.0,76.98633365393373,226.08773814105962,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-29,24.535968837703965,0.0,61.609654893105926,217.79983872452962,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-30,23.692346594485137,26.666578058110304,76.59799449241436,243.84504019631638,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-08-31,23.360117060036888,0.0,84.19343713430891,288.9660672608441,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-01,23.407268512651353,0.0,47.180938996234204,221.16681624121256,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-02,22.89039024113952,0.0,69.14028860815176,207.06166319015045,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-03,22.409909232561358,0.0,67.42696016191583,199.83481288270494,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-04,22.804780456329404,3.334866172702849,67.37569942174905,172.79430857745896,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-05,21.963891573645917,0.0,69.52439063219406,290.471957074082,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-06,22.17143225823301,0.0,84.93180315705087,216.4284284867769,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-07,22.24709983186402,1.7300897227114835,61.81036127398517,218.49947565673455,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-08,22.064075514662868,0.0,62.88767478448324,251.31103002372973,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-09,22.316654847658494,0.0,69.81696315615605,206.1153006729406,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-10,22.00240138846334,0.0,71.73538246206385,162.82703591733784,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-11,21.523405086140237,0.0,70.00076516656436,192.01329445512704,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-12,22.425561068298478,0.0,59.13296840141519,195.26338960642656,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-13,22.52339343805767,0.0,47.57060861132449,254.83155543144755,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-14,21.24161443151595,0.0,44.875872922529126,143.07867217407863,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-15,21.41081887634515,0.0,72.8821128410503,164.02201488524545,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-16,21.574798005894166,22.024000449481264,67.20987865435508,182.02196743366449,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-17,22.129124408086557,0.0,78.02907416209956,234.18821093596495,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-18,22.093227387251037,4.128461883761965,58.76881083563546,173.09810304159794,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-19,21.564023152464433,0.0,66.12310413179326,123.06644171649054,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-20,21.411860403161988,0.0,57.44239018230165,142.56363827401543,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-21,21.46719646184392,0.0,77.76480587734841,179.7109891242425,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-22,20.948253493186403,0.33921432149925296,74.29028380084847,165.56017789425454,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-23,19.228244332172576,0.0,51.59755936634791,133.99785417933236,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-24,19.002464532194985,2.9317784931742707,66.97685181546676,144.96042067370772,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-25,18.509168622113084,17.529087848979458,61.42229339283164,158.66701339237324,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-26,19.237002907271595,0.0,37.330047971423326,152.62502207348348,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-27,18.782997141998372,0.0,88.60186039646645,144.5971759249631,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-28,19.082009731276894,0.0,78.38790365124093,194.7965616528613,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-29,18.727036514175904,6.5454781479721005,64.83654117703828,135.9988073966967,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-09-30,20.688461114302527,0.0,65.27214088618766,258.5031242084246,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-01,20.14556498865344,0.0,77.20567882256172,176.13672749420894,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-02,19.2189713793945,0.0,62.455941517174864,150.22431458323578,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-03,18.030159060027596,0.6474610808883098,68.98455854074577,172.00562699425504,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-04,18.593577363569874,0.0,70.437224181539,140.15120300050668,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-05,18.379619218967775,0.0,64.77323018590154,131.07622697941207,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-06,18.56731435645406,0.0,60.12819240963624,197.4581463108399,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-07,18.191677341581556,0.0,64.35089825885001,126.62128876352838,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-08,18.206794589122563,10.257940465099903,64.33418816731758,193.1192517735233,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-09,18.455552038955084,5.036862421054632,60.11608114599885,105.10689824369346,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-10,18.906960169693686,0.0,63.57192272033535,105.283734016398,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-11,18.505275130945325,12.43859104168105,56.54621315420882,120.0686441728608,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-12,17.96411505022643,0.0,44.682076884272085,138.36384445190126,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-13,17.48481713236776,0.03679697399836025,76.33360031393322,160.81334670265588,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-14,16.843323834113306,0.0,65.75932023537791,107.85386704842475,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-15,15.582263643996932,0.0,69.29443641875852,82.50392579220349,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-16,14.5179748596575,9.579515263311391,78.24050004810647,116.92874570915927,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-17,13.848352538490216,14.389682960561483,76.65862382118642,108.24375007337117,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-18,13.458931943619099,0.0,55.93760482893184,120.32470142450101,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-19,14.316610510234574,0.0,75.989838550074,170.5270237866374,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-20,13.915088479970647,0.0,50.438408685338665,70.18405764264648,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-21,13.587021780947465,0.0,74.01431020932706,55.34556234284536,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-22,15.097171339536217,0.0,46.007086065373805,137.51306794109558,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-23,14.910599457374321,0.0,84.2917020451752,50.73876770440457,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-24,15.193312791043523,0.0,52.57488234652028,113.28385416211759,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-25,15.810409871848604,0.0,66.4931429185218,199.2038375554715,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-26,14.545545695925687,0.0,75.88493546411102,120.60625326645008,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-27,13.342260832537622,0.0,71.5501052964477,36.63995155091346,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-28,13.07938745989317,0.0,76.50732023368519,102.13997314000407,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-29,12.043107672076976,0.4026017903978499,67.00272552411998,52.972376139242854,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-30,11.829791064653106,0.0,64.35441028946335,87.62929493212725,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-10-31,10.994580196921246,0.0,60.725322927305385,53.80338766019693,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-01,11.464128058015765,0.0,76.99087942717844,166.09250083070012,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-02,10.775984740633659,3.966877508880915,89.18475807097728,47.52462104904943,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-03,11.967475518100068,0.0,61.300422257040886,26.28707495759818,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-04,13.108025668214431,0.0,86.66333190338308,105.35271529024084,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-05,12.701462259304874,0.0,73.6791904709189,62.90780471062709,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-06,13.116195455613735,0.0,47.457892101536004,56.819973769661345,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-07,13.447660238568805,0.0,65.82224218956516,93.01788419891483,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-08,12.717187601357768,0.0,44.813272377531796,70.43191254143312,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-09,12.540842306369486,0.0,78.0174790584199,57.99614468405821,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-10,11.556163915736215,0.0,50.595759964934715,43.869644283914724,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-11,10.895535761228707,0.0,76.76577717500712,85.22185321489431,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-12,11.067844852049076,0.0,64.75926774633061,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-13,10.366049900730994,0.0,64.60376953748684,53.95350487491086,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-14,10.620678475842421,0.0,64.98949470501636,38.58642825145409,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-15,10.526924430154413,0.0,81.94399021684093,147.30441850383028,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-16,10.231879961770279,0.0,81.52057216356907,34.858057975097225,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-17,10.957025030221644,0.0,60.83350608681839,53.90685776420527,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-18,11.58928054650987,0.0,76.08856198018822,45.655441243981535,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-19,10.823926500012234,0.0,81.03929148301097,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-20,10.92618203584209,0.0,68.90122585220561,61.198658456585115,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-21,10.124678233011254,0.0,63.8557998619532,32.314251970737914,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-22,10.67491798040419,0.0,73.32467709504942,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-23,11.307171948157217,0.0,59.43352813378961,86.71819198678975,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-24,9.902211135840101,0.0,63.13894179585607,73.0173934468971,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-25,9.680687675142135,0.0,72.15297185056866,125.20394999961245,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-26,9.520018640563812,0.0,69.61559986307886,48.791329094828264,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-27,10.103476563862397,0.0,56.72917916002414,48.30644619450952,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-28,9.640647768779713,0.0,62.92066043892493,69.6902409732139,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-29,9.341580205558406,0.0,56.47335602309085,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-11-30,8.691081106509762,0.0,53.510306805259596,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-01,9.346978304340244,0.0,90.7818966982642,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-02,9.512973177404623,0.0,60.96027975285953,96.98219669419652,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-03,9.050266014356577,0.0,82.5358302149473,81.46967319825411,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-04,8.466554557997172,0.0,68.87280423986326,20.761725083588146,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-05,10.028465658916142,0.0,78.52702241122415,76.0575901416957,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-06,9.729175974274497,0.0,76.6882125233368,76.91699559857273,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-07,10.25213600731168,0.0,49.937196015078364,100.88035015690903,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-08,9.478161241370271,0.0,71.52818862409143,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-09,9.833486228898238,0.0,67.48210460676555,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-10,9.60289139817253,0.0,67.46292388610902,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-11,9.358106625727546,0.0,72.1977889463451,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-12,7.702086460403347,0.0,64.39918136280005,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-13,7.443349414015977,0.0,72.70262654990273,58.01566095605511,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-14,6.844392421965312,0.0,69.96492578843585,42.558096513995295,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-15,6.531133355348894,0.0,73.68043113366603,64.47215302874882,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-16,5.588463366619205,0.0,75.87730862806191,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-17,5.597130730795607,0.0,63.12710789382031,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-18,5.143494748765814,0.0035634735188109596,66.34413639444846,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-19,5.667217335348744,0.0,63.82643284632714,20.06261928511754,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-20,6.230635530326682,0.0,67.18656634991812,127.02638492246598,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-21,5.490059029514301,0.0,59.227319778894554,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-22,5.960827421123797,0.0,63.59880668523409,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-23,6.013128184715464,0.0,87.87779062007463,33.5719128100296,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-24,6.925890629207793,0.0,49.45904708688903,91.94420608540068,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-25,7.401592060859648,0.0,69.52128825906034,53.5559935652765,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-26,6.656289085740278,0.0,80.87369756069076,38.51640094545828,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-27,5.916541243976549,0.0,76.39133117429257,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-28,5.8999184596906185,0.0,72.54217239849056,41.06214981220469,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-29,5.104331489428257,0.0,77.45355299746028,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-30,4.801032017304124,0.0,88.64471417172084,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2015-12-31,3.6682818360530858,0.0,85.97032586449349,20.0,600,10279.290983717332,18.551643452757553,8000.0,3.5784603607013166,28784.035321346913
2016-01-01,3.136690076479392,0.0,49.47025455391774,46.560678130524934,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-02,3.71873955318082,0.0,73.79815912830941,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-03,4.750393094278191,0.0,88.69540121323487,110.52805215204118,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-04,4.3130180731335495,0.0,74.30932271092307,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-05,5.384282626265403,0.0,68.65743076732949,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-06,5.385716333864531,0.0,65.24888562112746,23.29095125889951,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-07,6.500287147690056,0.0,73.2280097729118,31.80648269945263,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-08,6.7497563376454455,0.0,85.20026720672143,23.112914308975594,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-09,6.937858405821334,0.0,80.99409391401693,67.4071385908663,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-10,8.008692313842008,3.4207764194911054,72.258858289778,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-11,8.588646354715394,0.0,95.7056768226423,64.77886008227685,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-12,7.848879076341433,0.0,56.97011361855475,56.741525398145825,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-13,7.93273281469222,0.0,82.71681892966951,29.804067860265473,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-14,6.856415645938245,0.0,67.73075729754018,56.69547642520777,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-15,6.5472944501504085,0.0,69.91307173679405,49.34260436811051,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-16,6.914947680390447,0.0,74.01858039358373,72.63880178257673,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-17,5.416415146074122,0.0,75.14166354746305,67.08324208699494,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-18,4.822246795285344,0.0,50.7739673367937,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-19,4.236866159188556,5.775072874385784,67.80250351027716,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-20,4.316781478674521,0.0,68.23176053597871,20.309309401838764,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-21,4.990606431799144,2.7559059614877874,37.002171650600374,30.505889455219,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-22,5.456333058819332,0.0,64.2967755998908,87.91192994896684,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-23,5.048878670072834,0.0,92.42442278968673,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-24,5.689638019685313,0.0,65.26719646789994,41.1254244761517,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-25,6.475101939046285,0.0,60.02776056298441,67.79370853134922,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-26,6.789666944610573,0.0,72.20358754945116,20.0,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-27,6.1373992509718285,0.0,77.77992012120323,56.95742925811028,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-28,5.261222512778542,0.0,75.90037681193851,40.77316960037024,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
2016-01-29,5.250789028449139,0.0,91.29818854918982,111.78943120990962,600,11404.090232349647,19.377017880477574,8616.524344654215,4.467464346946507,42330.84217772874
